5 Minutes,Mainline Agg,Mainline Lane 1,Mainline Lane 2,Mainline Lane 3,Mainline Lane 4,HOV/HOT Agg,HOV/HOT Lane 1,HOV/HOT Lane 2,# Lane Pts,% Observed
2016-06-06 13:20:00,16.28,13,15.23,17.22,19.68,,,,159,74
2016-06-06 13:25:00,16.58,13.13,15.22,17.58,20.42,,,,161,74
2016-06-06 13:30:00,17.12,13.55,15.63,18.22,21.03,,,,160,74
2016-06-06 13:35:00,17.25,13.85,15.93,18.22,21.02,,,,161,74
2016-06-06 13:40:00,17.38,13.93,16.1,18.28,21.18,,,,161,75
2016-06-06 13:45:00,17.32,14,16.15,18.25,20.9,,,,161,75
2016-06-06 13:50:00,17.1,13.65,15.97,18.18,20.62,,,,161,74
2016-06-06 13:55:00,17.2,13.78,15.95,18.03,21.03,,,,160,74
2016-06-06 14:00:00,17.77,14.15,16.65,18.72,21.52,,,,161,75
2016-06-06 14:05:00,18.57,14.92,17.3,19.77,22.27,,,,161,74
2016-06-06 14:10:00,19.22,15.5,18.25,20.32,22.78,,,,163,74
2016-06-06 14:15:00,19.55,15.95,18.63,20.48,23.15,,,,163,74
2016-06-06 14:20:00,19.42,16.37,18.83,20.22,22.27,,,,163,73
2016-06-06 14:25:00,19.48,16.22,18.55,20.48,22.65,,,,163,74
2016-06-06 14:30:00,19.82,16.25,18.55,20.83,23.65,,,,162,74
2016-06-06 14:35:00,20.63,16.92,19.85,21.5,24.3,,,,163,74
2016-06-06 14:40:00,21.22,17.87,20.63,22.22,24.18,,,,164,73
2016-06-06 14:45:00,20.68,17.62,20.37,21.73,23.02,,,,164,74
2016-06-06 14:50:00,20.03,17.32,19.5,20.92,22.42,,,,163,73
2016-06-06 14:55:00,19.17,16.53,18.6,19.9,21.65,,,,162,75
2016-06-06 15:00:00,18.97,15.92,18.4,19.8,21.75,,,,162,74
2016-06-06 15:05:00,19.07,15.95,18.58,19.93,21.77,,,,162,74
2016-06-06 15:10:00,19.13,16,18.58,20.13,21.8,,,,163,74
2016-06-06 15:15:00,19.3,15.87,18.53,20.32,22.52,,,,162,73
2016-06-06 15:20:00,19.8,16.1,19.02,20.62,23.5,,,,162,73
2016-06-06 15:25:00,20.1,16.47,19.43,20.67,23.83,,,,162,73
2016-06-06 15:30:00,20.25,16.45,19.67,21.07,23.82,,,,163,74
2016-06-06 15:35:00,20.88,17.17,20.02,21.8,24.57,,,,164,74
2016-06-06 15:40:00,21.37,17.73,20.25,22.27,25.18,,,,165,74
2016-06-06 15:45:00,21.23,17.8,20.42,22.17,24.55,,,,164,73
2016-06-06 15:50:00,20.35,17.73,19.6,20.63,23.45,,,,163,74
2016-06-06 15:55:00,19.27,16.37,18.63,19.65,22.42,,,,161,75
2016-06-06 16:00:00,18.7,15.43,17.88,19.08,22.38,,,,162,73
2016-06-06 16:05:00,18.55,15.2,17.73,19.03,22.27,,,,162,73
2016-06-06 16:10:00,18.95,15.52,18.4,19.75,22.17,,,,162,72
2016-06-06 16:15:00,19.82,16.43,19.78,20.88,22.17,,,,163,73
2016-06-06 16:20:00,20.47,16.97,20.6,22.23,22.08,,,,162,73
2016-06-06 16:25:00,20.83,17.18,20.78,22.45,22.9,,,,164,72
2016-06-06 16:30:00,20.9,16.9,20.32,22.58,23.78,,,,164,72
2016-06-06 16:35:00,20.2,16.9,19.27,21.53,23.12,,,,163,72
2016-06-06 16:40:00,19.7,16.3,18.85,20.63,23.02,,,,163,74
2016-06-06 16:45:00,19.63,15.87,18.72,20.67,23.27,,,,162,74
2016-06-06 16:50:00,19.65,15.83,19,20.38,23.37,,,,162,74
2016-06-06 16:55:00,19.77,15.98,19.13,20.38,23.55,,,,163,75
2016-06-06 17:00:00,19.97,16.13,19.18,20.68,23.88,,,,163,75
2016-06-06 17:05:00,20.15,16.37,19.35,20.82,24.08,,,,163,75
2016-06-06 17:10:00,20.6,16.62,19.75,21.45,24.58,,,,162,75
2016-06-06 17:15:00,21.02,17.02,20.28,22.05,24.72,,,,164,75
2016-06-06 17:20:00,21.48,17.28,20.78,22.6,25.23,,,,165,72
2016-06-06 17:25:00,21.58,17.68,20.8,22.6,25.25,,,,164,73
2016-06-06 17:30:00,21.65,17.92,20.92,22.7,25.08,,,,165,73
2016-06-06 17:35:00,21.68,17.92,21.03,22.68,25.13,,,,165,73
2016-06-06 17:40:00,20.98,18,20.37,21.7,23.87,,,,164,74
2016-06-06 17:45:00,20.42,17.7,19.7,20.98,23.3,,,,161,73
2016-06-06 17:50:00,19.67,16.88,18.7,20.05,22.98,,,,163,74
2016-06-06 17:55:00,18.7,15.98,17.9,19.32,21.63,,,,162,73
2016-06-06 18:00:00,18.13,15.25,17.33,18.67,21.27,,,,161,74
2016-06-06 18:05:00,18.12,14.8,17.22,18.6,21.83,,,,160,74
2016-06-06 18:10:00,17.73,14.92,16.98,18.03,20.97,,,,161,75
2016-06-06 18:15:00,17.17,14.35,16.4,17.65,20.28,,,,160,73
2016-06-06 18:20:00,16.85,14.12,16.12,17.28,19.87,,,,159,73
2016-06-06 18:25:00,16.3,13.82,15.78,16.8,18.77,,,,160,73
2016-06-06 18:30:00,15.5,13.18,15.15,16.03,17.67,,,,160,74
2016-06-06 18:35:00,15.03,12.25,14.62,15.68,17.58,,,,159,74
2016-06-06 18:40:00,14.82,11.98,14.37,15.55,17.37,,,,159,74
2016-06-06 18:45:00,14.63,11.73,14.17,15.45,17.2,,,,159,74
2016-06-06 18:50:00,14.65,11.73,14.08,15.53,17.25,,,,159,74
2016-06-06 18:55:00,14.6,11.63,14.05,15.55,17.18,,,,159,74
2016-06-06 19:00:00,14.6,11.52,14.07,15.57,17.22,,,,158,73
2016-06-06 19:05:00,14.63,11.55,14.1,15.48,17.4,,,,159,74
2016-06-06 19:10:00,14.58,11.52,14.13,15.45,17.25,,,,159,74
2016-06-06 19:15:00,14.58,11.47,14.13,15.58,17.17,,,,159,74
2016-06-06 19:20:00,14.57,11.45,14.02,15.68,17.12,,,,158,74
2016-06-06 19:25:00,14.38,11.43,13.87,15.42,16.85,,,,159,74
2016-06-06 19:30:00,14.32,11.32,13.77,15.35,16.8,,,,159,74
2016-06-06 19:35:00,14.35,11.27,13.83,15.37,16.92,,,,159,74
2016-06-06 19:40:00,14.32,11.27,13.77,15.3,16.88,,,,158,73
2016-06-06 19:45:00,14.2,11.15,13.7,15.12,16.85,,,,159,74
2016-06-06 19:50:00,14.13,11.13,13.72,15.05,16.62,,,,158,73
2016-06-06 19:55:00,14.07,11.12,13.65,14.95,16.52,,,,158,73
2016-06-06 20:00:00,14.1,11.08,13.67,15.03,16.63,,,,159,74
2016-06-06 20:05:00,14.13,11.1,13.62,15.07,16.77,,,,159,74
2016-06-06 20:10:00,14.17,11.05,13.58,15.05,16.93,,,,159,74
2016-06-06 20:15:00,14.23,11.1,13.68,15.22,16.93,,,,159,74
2016-06-06 20:20:00,14.22,11.15,13.62,15.18,16.95,,,,159,74
2016-06-06 20:25:00,14.25,11.18,13.78,15.22,16.82,,,,159,74
2016-06-06 20:30:00,14.33,11.37,13.72,15.32,16.93,,,,159,74
2016-06-06 20:35:00,14.32,11.27,13.62,15.37,17.05,,,,159,74
2016-06-06 20:40:00,14.37,11.33,13.78,15.33,16.98,,,,158,73
2016-06-06 20:45:00,14.33,11.32,13.9,15.18,16.97,,,,159,74
2016-06-06 20:50:00,14.35,11.28,13.85,15.13,17.15,,,,158,73
2016-06-06 20:55:00,14.12,11.22,13.6,14.88,16.8,,,,158,73
2016-06-06 21:00:00,13.95,11,13.43,14.83,16.58,,,,158,72
2016-06-06 21:05:00,13.93,10.98,13.38,14.78,16.55,,,,158,72
2016-06-06 21:10:00,14.02,11.05,13.38,14.93,16.72,,,,157,73
2016-06-06 21:15:00,14.05,11,13.42,15.1,16.65,,,,159,73
2016-06-06 21:20:00,14.02,10.93,13.38,15.02,16.73,,,,159,73
2016-06-06 21:25:00,14.03,10.95,13.28,15,16.9,,,,158,73
2016-06-06 21:30:00,13.9,10.93,13.33,14.87,16.48,,,,158,72
2016-06-06 21:35:00,13.88,11.02,13.3,14.87,16.37,,,,158,72
2016-06-06 21:40:00,13.9,10.92,13.28,14.92,16.53,,,,158,73
2016-06-06 21:45:00,13.88,10.9,13.28,14.9,16.45,,,,158,73
2016-06-06 21:50:00,13.87,10.88,13.22,14.88,16.5,,,,158,73
2016-06-06 21:55:00,13.85,10.83,13.25,14.93,16.37,,,,158,72
2016-06-06 22:00:00,13.9,10.85,13.4,14.9,16.45,,,,158,72
2016-06-06 22:05:00,14,10.98,13.4,14.78,16.83,,,,158,73
2016-06-06 22:10:00,14.02,10.97,13.45,14.77,16.88,,,,158,73
2016-06-06 22:15:00,13.93,10.93,13.42,14.72,16.68,,,,157,73
2016-06-06 22:20:00,13.83,10.85,13.38,14.67,16.47,,,,158,73
2016-06-06 22:25:00,13.73,10.82,13.32,14.58,16.2,,,,158,72
2016-06-06 22:30:00,13.77,10.77,13.4,14.63,16.25,,,,158,72
2016-06-06 22:35:00,13.72,10.8,13.3,14.5,16.28,,,,158,72
2016-06-06 22:40:00,13.73,10.8,13.17,14.6,16.37,,,,158,72
2016-06-06 22:45:00,13.78,10.75,13.22,14.77,16.42,,,,158,72
2016-06-06 22:50:00,13.78,10.77,13.23,14.7,16.43,,,,158,72
2016-06-06 22:55:00,13.92,10.9,13.48,14.78,16.48,,,,158,73
2016-06-06 23:00:00,14.08,11.03,13.6,15.15,16.57,,,,159,74
2016-06-06 23:05:00,14.3,11.25,13.87,15.3,16.75,,,,159,74
2016-06-06 23:10:00,14.25,11.22,13.7,15.03,17.08,,,,159,74
2016-06-06 23:15:00,14.08,11.17,13.65,14.85,16.63,,,,158,73
2016-06-06 23:20:00,14.05,11.05,13.47,14.88,16.8,,,,158,73
2016-06-06 23:25:00,14.02,11,13.4,15.03,16.63,,,,159,72
2016-06-06 23:30:00,13.93,10.93,13.33,14.92,16.53,,,,157,73
2016-06-06 23:35:00,13.87,11.07,13.3,14.82,16.28,,,,158,73
2016-06-06 23:40:00,13.88,10.95,13.27,14.82,16.48,,,,158,72
2016-06-06 23:45:00,13.97,10.9,13.37,14.92,16.68,,,,158,74
2016-06-06 23:50:00,13.82,10.87,13.32,14.7,16.37,,,,158,74
2016-06-06 23:55:00,13.78,10.77,13.27,14.93,16.17,,,,158,73
2016-06-07 00:00:00,13.8,10.73,13.33,14.92,16.22,,,,158,73
2016-06-07 00:05:00,13.82,10.75,13.32,14.93,16.27,,,,158,73
2016-06-07 00:10:00,13.82,10.75,13.3,14.92,16.28,,,,158,73
2016-06-07 00:15:00,13.87,10.75,13.3,14.92,16.52,,,,158,73
2016-06-07 00:20:00,13.85,10.75,13.27,15.02,16.4,,,,158,73
2016-06-07 00:25:00,13.82,10.73,13.28,14.87,16.42,,,,156,73
2016-06-07 00:30:00,13.8,10.77,13.05,14.9,16.45,,,,158,73
2016-06-07 00:35:00,13.85,10.75,13.05,15.08,16.5,,,,159,74
2016-06-07 00:40:00,13.75,10.77,13.03,14.88,16.3,,,,158,73
2016-06-07 00:45:00,13.68,10.75,13.1,14.73,16.15,,,,158,73
2016-06-07 00:50:00,13.67,10.73,13.18,14.67,16.1,,,,158,73
2016-06-07 00:55:00,13.67,10.73,13.08,14.62,16.22,,,,158,73
2016-06-07 01:00:00,13.65,10.73,13.05,14.6,16.25,,,,158,73
2016-06-07 01:05:00,13.7,10.73,13.08,14.65,16.3,,,,157,73
2016-06-07 01:10:00,13.67,10.73,13.17,14.57,16.18,,,,158,73
2016-06-07 01:15:00,13.65,10.72,13.13,14.58,16.17,,,,157,74
2016-06-07 01:20:00,13.72,10.72,13.22,14.63,16.28,,,,157,74
2016-06-07 01:25:00,13.82,10.72,13.32,14.65,16.58,,,,158,73
2016-06-07 01:30:00,13.78,10.73,13.2,14.68,16.5,,,,158,73
2016-06-07 01:35:00,13.82,10.78,13.3,14.83,16.33,,,,158,73
2016-06-07 01:40:00,13.8,10.75,13.4,14.72,16.32,,,,158,73
2016-06-07 01:45:00,13.75,10.73,13.33,14.65,16.27,,,,157,73
2016-06-07 01:50:00,13.78,10.73,13.38,14.6,16.42,,,,158,73
2016-06-07 01:55:00,13.68,10.73,13.13,14.53,16.32,,,,158,73
2016-06-07 02:00:00,13.58,10.72,13.02,14.45,16.15,,,,156,74
2016-06-07 02:05:00,13.57,10.68,12.98,14.47,16.1,,,,158,73
2016-06-07 02:10:00,13.58,10.68,13.02,14.53,16.15,,,,157,74
2016-06-07 02:15:00,13.55,10.68,12.98,14.43,16.08,,,,158,73
2016-06-07 02:20:00,13.55,10.67,12.97,14.48,16.1,,,,158,73
2016-06-07 02:25:00,13.57,10.68,12.98,14.5,16.13,,,,158,73
2016-06-07 02:30:00,13.73,10.68,13,14.63,16.62,,,,158,74
2016-06-07 02:35:00,13.7,10.72,13.05,14.63,16.43,,,,157,74
2016-06-07 02:40:00,13.75,10.73,13.03,14.78,16.47,,,,158,73
2016-06-07 02:45:00,13.77,10.75,13.18,14.77,16.4,,,,158,73
2016-06-07 02:50:00,13.75,10.73,13.23,14.67,16.35,,,,158,73
2016-06-07 02:55:00,13.78,10.73,13.25,14.72,16.43,,,,158,73
2016-06-07 03:00:00,13.8,10.77,13.27,14.67,16.52,,,,158,73
2016-06-07 03:05:00,13.78,10.75,13.22,14.63,16.52,,,,158,73
2016-06-07 03:10:00,13.8,10.75,13.4,14.63,16.42,,,,158,73
2016-06-07 03:15:00,13.75,10.75,13.3,14.62,16.32,,,,158,73
2016-06-07 03:20:00,13.68,10.72,13.22,14.55,16.22,,,,158,73
2016-06-07 03:25:00,13.63,10.7,13.2,14.52,16.12,,,,158,73
2016-06-07 03:30:00,13.63,10.72,13.08,14.53,16.22,,,,156,74
2016-06-07 03:35:00,13.75,10.73,13.15,14.8,16.3,,,,158,73
2016-06-07 03:40:00,13.72,10.72,13.1,14.72,16.32,,,,156,74
2016-06-07 03:45:00,13.62,10.7,13.1,14.5,16.17,,,,158,74
2016-06-07 03:50:00,13.6,10.67,13.07,14.45,16.2,,,,158,74
2016-06-07 03:55:00,13.62,10.83,13,14.48,16.17,,,,158,73
2016-06-07 04:00:00,13.67,10.9,13.07,14.53,16.13,,,,158,73
2016-06-07 04:05:00,13.73,10.8,13.07,14.6,16.47,,,,158,73
2016-06-07 04:10:00,13.77,10.78,13.18,14.63,16.45,,,,158,73
2016-06-07 04:15:00,13.83,10.75,13.08,14.78,16.72,,,,158,73
2016-06-07 04:20:00,13.82,10.77,13.17,14.85,16.47,,,,158,73
2016-06-07 04:25:00,13.77,10.75,13.25,14.75,16.32,,,,158,73
2016-06-07 04:30:00,13.8,10.73,13.27,14.67,16.55,,,,158,73
2016-06-07 04:35:00,13.75,10.77,13.3,14.5,16.45,,,,158,73
2016-06-07 04:40:00,13.73,10.78,13.32,14.38,16.42,,,,158,73
2016-06-07 04:45:00,13.67,10.85,13.13,14.35,16.33,,,,156,74
2016-06-07 04:50:00,13.57,10.77,13.05,14.37,16.07,,,,158,73
2016-06-07 04:55:00,13.75,10.73,13.12,14.75,16.42,,,,158,73
2016-06-07 05:00:00,13.78,10.8,13.12,14.82,16.37,,,,158,73
2016-06-07 05:05:00,13.75,10.77,13.18,14.7,16.35,,,,158,73
2016-06-07 05:10:00,13.72,10.7,13.2,14.62,16.33,,,,158,74
2016-06-07 05:15:00,13.68,10.67,13.28,14.6,16.17,,,,158,73
2016-06-07 05:20:00,13.73,10.7,13.18,14.62,16.45,,,,158,74
2016-06-07 05:25:00,13.85,10.78,13.28,14.83,16.48,,,,158,73
2016-06-07 05:30:00,13.77,10.82,13.33,14.75,16.15,,,,156,73
2016-06-07 05:35:00,13.72,10.8,13.2,14.52,16.37,,,,158,73
2016-06-07 05:40:00,13.65,10.78,13.22,14.53,16.12,,,,158,73
2016-06-07 05:45:00,13.57,10.75,13.13,14.53,15.85,,,,158,73
2016-06-07 05:50:00,13.67,10.75,13.15,14.68,16.12,,,,158,73
2016-06-07 05:55:00,13.73,10.73,13.18,14.78,16.23,,,,158,73
2016-06-07 06:00:00,13.7,10.7,13.17,14.72,16.18,,,,157,74
2016-06-07 06:05:00,13.8,10.8,13.18,14.78,16.48,,,,158,73
2016-06-07 06:10:00,13.77,10.87,13.27,14.62,16.3,,,,157,74
2016-06-07 06:15:00,13.78,10.97,13.3,14.53,16.33,,,,158,74
2016-06-07 06:20:00,13.8,11.1,13.35,14.53,16.18,,,,158,74
2016-06-07 06:25:00,13.97,11.22,13.52,14.68,16.43,,,,158,74
2016-06-07 06:30:00,14.03,11.3,13.65,14.77,16.43,,,,158,74
2016-06-07 06:35:00,14.03,11.35,13.53,14.82,16.45,,,,158,74
2016-06-07 06:40:00,14.12,11.48,13.62,14.9,16.48,,,,158,74
2016-06-07 06:45:00,14.23,11.57,13.77,14.93,16.63,,,,158,74
2016-06-07 06:50:00,14.38,11.65,13.97,15.05,16.85,,,,159,74
2016-06-07 06:55:00,14.55,11.87,14.13,15.28,16.9,,,,159,74
2016-06-07 07:00:00,14.63,11.95,14.22,15.22,17.15,,,,158,74
2016-06-07 07:05:00,14.77,11.85,14.4,15.43,17.42,,,,159,74
2016-06-07 07:10:00,14.97,12.03,14.62,15.65,17.57,,,,159,73
2016-06-07 07:15:00,15.22,12.35,15.02,15.83,17.67,,,,159,72
2016-06-07 07:20:00,15.5,12.77,15.33,16.07,17.85,,,,160,74
2016-06-07 07:25:00,16.03,13.15,16.13,16.38,18.47,,,,160,74
2016-06-07 07:30:00,16.48,13.77,16.68,16.7,18.82,,,,160,74
2016-06-07 07:35:00,17.07,14.48,17.37,17.13,19.28,,,,160,74
2016-06-07 07:40:00,17.42,14.98,17.95,17.27,19.47,,,,160,74
2016-06-07 07:45:00,17.63,15.12,17.92,17.57,19.98,,,,161,75
2016-06-07 07:50:00,17.63,15.28,17.9,17.4,19.92,,,,161,74
2016-06-07 07:55:00,17.62,15.55,18.02,17.33,19.58,,,,160,73
2016-06-07 08:00:00,17.25,15.17,17.42,16.98,19.43,,,,161,72
2016-06-07 08:05:00,16.97,14.62,16.95,16.93,19.37,,,,160,68
2016-06-07 08:10:00,17.18,14.58,16.87,17.47,19.82,,,,160,71
2016-06-07 08:15:00,17.23,14.35,17.4,17.5,19.67,,,,159,74
2016-06-07 08:20:00,17.6,14.68,18.48,17.73,19.53,,,,160,74
2016-06-07 08:25:00,18,15.4,19.22,17.75,19.58,,,,161,73
2016-06-07 08:30:00,18.3,15.85,19.7,17.65,19.98,,,,161,74
2016-06-07 08:35:00,18.33,15.8,19.82,17.67,20.07,,,,162,75
2016-06-07 08:40:00,18.15,15.75,19.42,17.55,19.92,,,,161,75
2016-06-07 08:45:00,17.72,15.23,18.87,17.22,19.57,,,,161,75
2016-06-07 08:50:00,17.38,14.87,18.48,17.08,19.12,,,,160,74
2016-06-07 08:55:00,17.35,15.12,18.37,16.87,19.02,,,,161,75
2016-06-07 09:00:00,16.7,14.7,17.47,16.42,18.22,,,,160,74
2016-06-07 09:05:00,16.45,14.28,17.25,16.32,17.95,,,,158,73
2016-06-07 09:10:00,16.02,13.98,16.52,15.87,17.68,,,,159,74
2016-06-07 09:15:00,15.73,13.57,16.28,15.75,17.35,,,,159,74
2016-06-07 09:20:00,15.62,13.6,16.22,15.45,17.23,,,,160,74
2016-06-07 09:25:00,15.6,13.47,16.3,15.33,17.3,,,,160,74
2016-06-07 09:30:00,15.7,13.57,16.47,15.42,17.35,,,,160,74
2016-06-07 09:35:00,15.87,13.77,16.48,15.65,17.57,,,,160,74
2016-06-07 09:40:00,15.97,13.72,16.65,15.85,17.67,,,,160,74
2016-06-07 09:45:00,15.85,13.78,16.35,15.9,17.37,,,,160,74
2016-06-07 09:50:00,15.72,13.35,16.43,15.73,17.38,,,,160,74
2016-06-07 09:55:00,15.83,13.48,16.4,15.87,17.57,,,,159,74
2016-06-07 10:00:00,15.95,13.7,16.62,15.82,17.68,,,,160,74
2016-06-07 10:05:00,16.27,13.97,16.8,16.13,18.18,,,,159,74
2016-06-07 10:10:00,16.57,14.18,16.83,16.62,18.6,,,,160,74
2016-06-07 10:15:00,16.55,14.33,16.83,16.53,18.5,,,,160,74
2016-06-07 10:20:00,16.72,14.62,16.85,16.67,18.72,,,,160,74
2016-06-07 10:25:00,16.67,14.43,16.78,16.73,18.75,,,,160,74
2016-06-07 10:30:00,16.35,14.08,16.35,16.45,18.52,,,,160,74
2016-06-07 10:35:00,15.83,13.93,15.47,15.98,17.97,,,,160,75
2016-06-07 10:40:00,15.38,12.97,14.83,16.07,17.63,,,,159,74
2016-06-07 10:45:00,15.03,12.37,14.38,15.87,17.52,,,,159,73
2016-06-07 10:50:00,14.82,11.92,14.12,15.77,17.48,,,,159,75
2016-06-07 10:55:00,14.75,11.73,14.03,15.65,17.6,,,,159,75
2016-06-07 11:00:00,14.68,11.65,14.07,15.62,17.42,,,,158,75
2016-06-07 11:05:00,14.73,11.65,14.07,15.65,17.57,,,,159,75
2016-06-07 11:10:00,14.77,11.58,14.02,15.87,17.58,,,,159,75
2016-06-07 11:15:00,14.68,11.63,13.93,15.68,17.45,,,,159,74
2016-06-07 11:20:00,14.58,11.62,13.92,15.52,17.3,,,,159,74
2016-06-07 11:25:00,14.67,11.58,13.88,15.8,17.4,,,,159,74
2016-06-07 11:30:00,14.77,11.62,13.97,15.8,17.7,,,,159,75
2016-06-07 11:35:00,14.77,11.55,14.1,15.78,17.63,,,,158,75
2016-06-07 11:40:00,14.73,11.53,14.05,15.72,17.62,,,,159,75
2016-06-07 11:45:00,14.73,11.53,14.03,15.72,17.67,,,,159,75
2016-06-07 11:50:00,14.7,11.53,14.05,15.78,17.4,,,,159,75
2016-06-07 11:55:00,14.68,11.53,14.07,15.87,17.25,,,,159,75
2016-06-07 12:00:00,14.63,11.47,14.02,15.67,17.37,,,,159,75
2016-06-07 12:05:00,14.65,11.45,13.93,15.77,17.45,,,,159,75
2016-06-07 12:10:00,14.63,11.42,13.95,15.8,17.35,,,,159,74
2016-06-07 12:15:00,14.58,11.47,13.88,15.73,17.22,,,,158,75
2016-06-07 12:20:00,14.45,11.35,13.82,15.5,17.12,,,,158,75
2016-06-07 12:25:00,14.45,11.38,13.83,15.65,16.97,,,,159,74
2016-06-07 12:30:00,14.43,11.35,13.77,15.52,17.13,,,,158,74
2016-06-07 12:35:00,14.47,11.32,13.73,15.65,17.2,,,,159,74
2016-06-07 12:40:00,14.47,11.3,13.73,15.6,17.22,,,,159,74
2016-06-07 12:45:00,14.58,11.35,13.87,15.73,17.38,,,,159,74
2016-06-07 12:50:00,14.62,11.4,13.92,15.8,17.32,,,,158,74
2016-06-07 12:55:00,14.63,11.43,14,15.67,17.45,,,,158,74
2016-06-07 13:00:00,14.65,11.6,14.12,15.52,17.4,,,,159,74
2016-06-07 13:05:00,14.65,11.53,13.92,15.47,17.7,,,,159,74
2016-06-07 13:10:00,14.73,11.6,14,15.57,17.73,,,,159,74
2016-06-07 13:15:00,14.82,11.73,14.05,15.82,17.63,,,,159,74
2016-06-07 13:20:00,14.82,11.72,14.08,15.87,17.57,,,,159,74
2016-06-07 13:25:00,14.92,11.72,14.35,15.85,17.77,,,,159,74
2016-06-07 13:30:00,14.97,12,14.35,15.85,17.7,,,,159,74
2016-06-07 13:35:00,14.92,11.87,14.18,16,17.62,,,,159,74
2016-06-07 13:40:00,14.85,11.92,14.13,15.83,17.52,,,,159,74
2016-06-07 13:45:00,14.85,11.78,14.02,16.07,17.55,,,,159,74
2016-06-07 13:50:00,14.73,11.85,14.05,15.83,17.2,,,,159,74
2016-06-07 13:55:00,14.65,11.67,13.95,15.77,17.27,,,,159,74
2016-06-07 14:00:00,14.68,11.6,14,15.77,17.4,,,,158,74
2016-06-07 14:05:00,14.8,11.7,14.13,15.82,17.57,,,,159,74
2016-06-07 14:10:00,15.03,12.02,14.33,15.87,17.9,,,,159,74
2016-06-07 14:15:00,15.32,12.42,14.6,16.1,18.15,,,,159,74
2016-06-07 14:20:00,15.62,12.87,14.9,16.32,18.42,,,,159,74
2016-06-07 14:25:00,15.88,13.15,15.2,16.55,18.63,,,,159,74
2016-06-07 14:30:00,16.07,13.32,15.35,16.8,18.83,,,,159,74
2016-06-07 14:35:00,16.62,13.38,15.68,17.6,19.82,,,,160,74
2016-06-07 14:40:00,17.15,13.82,16.3,18.2,20.28,,,,160,74
2016-06-07 14:45:00,17.25,14.35,16.35,18.13,20.15,,,,161,75
2016-06-07 14:50:00,17.17,14.22,16.57,18.12,19.75,,,,160,74
2016-06-07 14:55:00,17.3,14.35,16.53,18.2,20.13,,,,161,74
2016-06-07 15:00:00,17.7,14.45,16.65,18.67,21.03,,,,161,74
2016-06-07 15:05:00,18.12,15.17,16.77,19.07,21.45,,,,162,74
2016-06-07 15:10:00,17.98,15.37,16.92,18.53,21.1,,,,162,74
2016-06-07 15:15:00,17.77,14.87,16.83,18.52,20.83,,,,161,74
2016-06-07 15:20:00,17.83,14.78,16.9,18.75,20.9,,,,161,74
2016-06-07 15:25:00,17.83,14.62,16.62,18.8,21.28,,,,161,74
2016-06-07 15:30:00,17.75,14.53,16.92,18.53,20.97,,,,161,74
2016-06-07 15:35:00,17.82,14.7,16.87,18.62,21.07,,,,161,74
2016-06-07 15:40:00,17.85,14.68,17.08,18.5,21.13,,,,160,74
2016-06-07 15:45:00,17.7,14.72,17,18.35,20.73,,,,161,75
2016-06-07 15:50:00,17.25,14.53,16.6,18.15,19.7,,,,159,74
2016-06-07 15:55:00,16.83,14.3,16.6,17.55,18.88,,,,160,74
2016-06-07 16:00:00,16.67,13.98,16.43,17.42,18.82,,,,159,74
2016-06-07 16:05:00,16.68,14.02,16.28,17.5,18.93,,,,160,74
2016-06-07 16:10:00,16.68,14.05,16.08,17.38,19.25,,,,160,74
2016-06-07 16:15:00,16.65,14.18,16.1,17.25,19.07,,,,160,74
2016-06-07 16:20:00,16.55,13.83,15.93,17.27,19.15,,,,160,74
2016-06-07 16:25:00,16.5,13.75,15.92,17.17,19.15,,,,160,74
2016-06-07 16:30:00,16.68,13.72,15.83,17.5,19.72,,,,159,74
2016-06-07 16:35:00,16.95,14.3,16.02,17.55,19.92,,,,160,74
2016-06-07 16:40:00,16.98,14.18,16.13,17.52,20.08,,,,160,74
2016-06-07 16:45:00,17.13,14.3,16.3,17.82,20.13,,,,161,74
2016-06-07 16:50:00,17.15,14.37,16.45,17.92,19.85,,,,160,74
2016-06-07 16:55:00,17.27,14.37,16.53,17.87,20.33,,,,160,74
2016-06-07 17:00:00,17.53,14.32,16.63,18.03,21.17,,,,160,74
2016-06-07 17:05:00,17.78,14.65,17.08,18.32,21.1,,,,160,74
2016-06-07 17:10:00,17.75,14.78,16.85,18.25,21.15,,,,161,74
2016-06-07 17:15:00,17.78,14.75,16.92,18.12,21.38,,,,161,75
2016-06-07 17:20:00,18.15,14.9,17.2,18.47,22.05,,,,161,74
2016-06-07 17:25:00,18.47,15.18,18.03,18.75,21.88,,,,162,74
2016-06-07 17:30:00,18.62,15.8,18.1,18.83,21.75,,,,162,73
2016-06-07 17:35:00,18.72,15.93,17.93,18.62,22.42,,,,162,73
2016-06-07 17:40:00,19.08,16.25,18.63,19.48,21.97,,,,162,75
2016-06-07 17:45:00,18.6,16.25,18.08,18.88,21.2,,,,162,74
2016-06-07 17:50:00,17.92,15.6,17.45,18.03,20.55,,,,162,74
2016-06-07 17:55:00,17.25,14.88,16.73,17.62,19.77,,,,160,74
2016-06-07 18:00:00,16.47,14.15,16.07,16.87,18.8,,,,159,74
2016-06-07 18:05:00,16.2,13.43,15.57,16.72,19.05,,,,160,74
2016-06-07 18:10:00,16.52,14.32,15.77,16.65,19.37,,,,160,74
2016-06-07 18:15:00,16.2,14.03,15.58,16.45,18.77,,,,160,74
